2,0.15256226117335384,0.9461232167285519,7225,492,138,3839,3839,138,492,7225,0.13810033121180196,0.9463562753036437,2529,208,4,1196,1196,4,208,2529,2026-08-27 00:55:37,116.25,550.62
3,0.1533067289831578,0.9471492085206176,7245,500,118,3831,3831,118,500,7245,0.11739303912922197,0.9607793522267206,2500,122,33,1282,1282,33,122,2500,2026-08-27 00:56:03,116.15,550.62
epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
1,0.254948609704776,0.9116547781903459,7187,857,176,3474,3474,176,857,7187,0.17056538810037258,0.9420546558704453,2529,225,4,1179,1179,4,225,2529,2026-08-27 00:56:36,121.25,550.62
3,0.12506960799169717,0.9580198358413132,7240,368,123,3963,3963,123,368,7240,0.10359534717764449,0.9686234817813765,2496,87,37,1317,1317,37,87,2496,2026-08-27 00:57:39,121.35,550.62
4,0.11703558864961244,0.9599008207934336,7242,348,121,3983,3983,121,348,7242,0.10024900330411579,0.9663461538461539,2504,104,29,1300,1300,29,104,2504,2026-08-27 00:58:05,121.48,550.62
2,0.19888750973021263,0.9371580027359782,7274,646,89,3685,3685,89,646,7274,0.19693534949470146,0.9407894736842105,2462,163,71,1241,1241,71,163,2462,2026-08-27 00:58:38,121.87,550.62
4,0.10874421993702416,0.9658857729138167,7251,287,112,4044,4044,112,287,7251,0.11573847996350001,0.9665991902834008,2522,121,11,1283,1283,11,121,2522,2026-08-27 00:59:41,122.62,550.62
5,0.09868636540877448,0.9654582763337893,7239,280,124,4051,4051,124,280,7239,0.11359954341635228,0.9683704453441295,2517,109,16,1295,1295,16,109,2517,2026-08-27 01:00:08,122.76,550.62
3,0.19801580140853833,0.9375732851280048,7291,658,72,3673,3673,72,658,7291,0.21005212103849963,0.930921052631579,2531,271,2,1133,1133,2,271,2531,2026-08-27 01:00:41,123.04,550.62
5,0.11402483258291916,0.9625512995896033,7254,329,109,4002,4002,109,329,7254,0.10851567171830759,0.9663461538461539,2514,114,19,1290,1290,19,114,2514,2026-08-27 01:01:44,123.0,550.62
6,0.10224955868020223,0.966374340433848,7250,280,113,4051,4051,113,280,7250,0.09282339240616633,0.9671052631578947,2457,54,76,1350,1350,76,54,2457,2026-08-27 01:02:11,123.18,550.62
4,0.17686823926351342,0.9440834473324213,7303,594,60,3737,3737,60,594,7303,0.15282327837880083,0.9471153846153846,2502,178,31,1226,1226,31,178,2502,2026-08-27 01:02:44,122.48,550.62
6,0.11085944596191336,0.9649330662497557,7243,290,120,4041,4041,120,290,7243,0.14287612618886025,0.958248987854251,2428,60,105,1344,1344,105,60,2428,2026-08-27 01:03:46,122.06,550.62
7,0.08680528792407409,0.9709302325581395,7254,231,109,4100,4100,109,231,7254,0.08352363617479922,0.9739372469635628,2514,84,19,1320,1320,19,84,2514,2026-08-27 01:04:13,122.19,550.62
5,0.161744461021553,0.9453537228845027,7265,541,98,3790,3790,98,541,7265,0.18103740617693195,0.9435728744939271,2523,213,10,1191,1191,10,213,2523,2026-08-27 01:04:47,122.75,550.62
7,0.09719077412009738,0.968108755129959,7253,263,110,4068,4068,110,263,7253,0.12394330147955461,0.9638157894736842,2526,136,7,1268,1268,7,136,2526,2026-08-27 01:05:49,122.77,550.62
8,0.09223624073187457,0.9687072503419972,7259,262,104,4069,4069,104,262,7259,0.07824285907283433,0.9767206477732794,2501,60,32,1344,1344,32,60,2501,2026-08-27 01:06:16,122.85,550.62
6,0.1677193383637831,0.942764315028337,7268,574,95,3757,3757,95,574,7268,0.16025419725550089,0.9453441295546559,2468,151,65,1253,1253,65,151,2468,2026-08-27 01:06:49,122.69,550.62
8,0.11636811213041674,0.9611833105335157,7230,321,133,4010,4010,133,321,7230,0.15925582503449354,0.9521761133603239,2494,150,39,1254,1254,39,150,2494,2026-08-27 01:07:52,122.66,550.62
9,0.10170263836508114,0.9674247606019152,7263,281,100,4050,4050,100,281,7263,0.10819470954433023,0.9628036437246964,2518,132,15,1272,1272,15,132,2518,2026-08-27 01:08:19,122.84,550.62
7,0.1676435555068957,0.9419459644322845,7250,566,113,3765,3765,113,566,7250,0.1445271054863447,0.9478744939271255,2513,186,20,1218,1218,20,186,2513,2026-08-27 01:08:52,122.83,550.62
9,0.118385978747623,0.9592168262653898,7242,356,121,3975,3975,121,356,7242,0.13312647482031495,0.9562246963562753,2525,165,8,1239,1239,8,165,2525,2026-08-27 01:09:55,122.86,550.62
10,0.10141708304635447,0.9680232558139535,7254,265,109,4066,4066,109,265,7254,0.10977219583029267,0.9648279352226721,2523,129,10,1275,1275,10,129,2523,2026-08-27 01:10:21,121.89,550.62
8,0.13517366255163413,0.9537448700410397,7242,420,121,3911,3911,121,420,7242,0.1194288664636945,0.958755060728745,2501,131,32,1273,1273,32,131,2501,2026-08-27 01:10:54,121.71,550.62
10,0.10889872018452963,0.9606703146374829,7233,330,130,4001,4001,130,330,7233,0.11820041525520776,0.9602732793522267,2519,143,14,1261,1261,14,143,2519,2026-08-27 01:11:57,122.42,550.62
11,0.08759091279014598,0.9716142270861833,7252,221,111,4110,4110,111,221,7252,0.09034215418342878,0.9688765182186235,2511,101,22,1303,1303,22,101,2511,2026-08-27 01:12:23,122.25,550.62
9,0.11664027186867396,0.9622948016415869,7257,335,106,3996,3996,106,335,7257,0.13106861220779245,0.9615384615384616,2522,141,11,1263,1263,11,141,2522,2026-08-27 01:12:56,121.58,550.62
11,0.11215947645766694,0.9621238030095759,7254,334,109,3997,3997,109,334,7254,0.09936508685840588,0.9665991902834008,2522,121,11,1283,1283,11,121,2522,2026-08-27 01:13:58,121.21,550.62
12,0.08724733721050809,0.9715287277701778,7256,226,107,4105,4105,107,226,7256,0.09683076591232814,0.9752024291497976,2522,87,11,1317,1317,11,87,2522,2026-08-27 01:14:25,121.81,550.62
10,0.11030730575058105,0.9641757865937073,7251,307,112,4024,4024,112,307,7251,0.11007409620849107,0.9678643724696356,2473,67,60,1337,1337,60,67,2473,2026-08-27 01:14:59,122.62,550.62
12,0.08994934325827549,0.969733242134063,7266,257,97,4074,4074,97,257,7266,0.09417803747662407,0.9693825910931174,2507,95,26,1309,1309,26,95,2507,2026-08-27 01:16:00,121.24,550.62
13,0.09119128660590639,0.9686217510259918,7255,259,108,4072,4072,108,259,7255,0.10494246453457787,0.9617914979757085,2513,131,20,1273,1273,20,131,2513,2026-08-27 01:16:26,121.25,550.62
11,0.10470208786549008,0.9659712722298222,7260,295,103,4036,4036,103,295,7260,0.10421490173424908,0.9617914979757085,2517,135,16,1269,1269,16,135,2517,2026-08-27 01:17:01,121.7,550.62
13,0.08583562461823026,0.9722982216142271,7277,238,86,4093,4093,86,238,7277,0.08791425430709836,0.9739372469635628,2486,56,47,1348,1348,47,56,2486,2026-08-27 01:18:03,122.51,550.62
14,0.11866369384988154,0.9600596052374438,7223,327,140,4004,4004,140,327,7223,0.18540766468716535,0.9273785425101214,2292,46,241,1358,1358,241,46,2292,2026-08-27 01:18:29,122.57,550.62
12,0.10587764352737772,0.9644322845417237,7250,303,113,4028,4028,113,303,7250,0.09499332008068921,0.9703947368421053,2513,97,20,1307,1307,20,97,2513,2026-08-27 01:19:03,121.98,550.62
14,0.08261715045941563,0.9733242134062927,7274,223,89,4108,4108,89,223,7274,0.09959857238773331,0.9698886639676113,2486,72,47,1332,1332,47,72,2486,2026-08-27 01:20:05,122.22,550.62
15,0.11926916187913214,0.9598031072894274,7221,328,142,4003,4003,142,328,7221,0.14733920165201883,0.9516700404858299,2523,181,10,1223,1223,10,181,2523,2026-08-27 01:20:31,122.23,550.62
13,0.10442736341392496,0.9652017783857729,7251,295,112,4036,4036,112,295,7251,0.09700512382303655,0.9673582995951417,2521,117,12,1287,1287,12,117,2521,2026-08-27 01:21:05,122.12,550.62
15,0.08282997909004554,0.9739104944303303,7279,221,84,4110,4110,84,221,7279,0.09904024025485643,0.9696356275303644,2525,112,8,1292,1292,8,112,2525,2026-08-27 01:22:07,122.36,550.62
