epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
1,0.14818592988570592,0.9505885198323122,22093,1359,392,11594,11594,392,1359,22093,0.09429794293168464,0.9726720647773279,2505,80,28,1324,1324,28,80,2505,2026-08-28 02:57:16,120.39,550.62
2,0.12107623299009862,0.9605248306997742,22117,1031,368,11922,11922,368,1031,22117,0.1577434956363821,0.9461032388663968,2462,142,71,1262,1262,71,142,2462,2026-08-28 02:59:17,120.45,550.62
3,0.12462247295155869,0.957872460496614,22113,1121,372,11832,11832,372,1121,22113,0.12063697440670389,0.957742914979757,2484,118,49,1286,1286,49,118,2484,2026-08-28 03:01:17,120.31,550.62
4,0.11870251494222248,0.9607787810383747,22103,1008,382,11945,11945,382,1008,22103,0.14081232538371374,0.9524291497975709,2523,178,10,1226,1226,10,178,2523,2026-08-28 03:03:18,120.44,550.62
5,0.1574714488438152,0.9459085778781038,22132,1564,353,11389,11389,353,1564,22132,0.1345330715182507,0.957995951417004,2500,133,33,1271,1271,33,133,2500,2026-08-28 03:05:18,120.26,550.62
6,0.12860783886807733,0.9561230248306998,22103,1173,382,11780,11780,382,1173,22103,0.13363735393059217,0.9521761133603239,2526,182,7,1222,1222,7,182,2526,2026-08-28 03:07:18,120.39,550.62
7,0.16170001741378878,0.9443566591422122,22123,1610,362,11343,11343,362,1610,22123,0.13364003385654707,0.9493927125506073,2498,165,35,1239,1239,35,165,2498,2026-08-28 03:09:19,120.39,550.62
8,0.1430461768840879,0.9504998387616896,22101,1370,384,11583,11583,384,1370,22101,0.15645331622814,0.944585020242915,2528,214,5,1190,1190,5,214,2528,2026-08-28 03:11:19,120.31,550.62
9,0.13811260299729794,0.9520598194130926,22109,1323,376,11630,11630,376,1323,22109,0.1199056282468651,0.9597672064777328,2508,134,25,1270,1270,25,134,2508,2026-08-28 03:13:19,120.32,550.62
10,0.13250826262126825,0.9544259916156079,22104,1234,381,11719,11719,381,1234,22104,0.12788948279839416,0.958248987854251,2512,144,21,1260,1260,21,144,2512,2026-08-28 03:15:20,120.42,550.62
11,0.16220839997799752,0.9449411480167687,22181,1647,304,11306,11306,304,1647,22181,0.1352759181156091,0.9605263157894737,2492,115,41,1289,1289,41,115,2492,2026-08-28 03:17:20,120.34,550.62
12,0.13521182605067508,0.9517736214124477,22071,1295,414,11658,11658,414,1295,22071,0.1259827741821436,0.9612854251012146,2510,130,23,1274,1274,23,130,2510,2026-08-28 03:19:20,120.12,550.62
13,0.13598389862237695,0.9531804256691389,22109,1283,376,11670,11670,376,1283,22109,0.12428326549966205,0.957995951417004,2498,131,35,1273,1273,35,131,2498,2026-08-28 03:21:21,120.24,550.62
14,0.1326092330957542,0.9550790067720091,22100,1207,385,11746,11746,385,1207,22100,0.128317047589221,0.9574898785425101,2521,156,12,1248,1248,12,156,2521,2026-08-28 03:23:21,120.32,550.62
