epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
1,0.16096430855246435,0.9478454172366622,14554,1010,210,7615,7615,210,1010,14554,0.13975130524938767,0.9473684210526315,2525,200,8,1204,1204,8,200,2525,2026-08-27 14:02:21,81.79,550.62
2,0.15135831512331138,0.9507425286751552,14502,890,262,7735,7735,262,890,14502,0.13275463498284218,0.9539473684210527,2433,82,100,1322,1322,100,82,2433,2026-08-27 14:03:44,82.61,550.62
3,0.13672797289127853,0.9521631326949385,14459,814,305,7811,7811,305,814,14459,0.11817942171353801,0.9620445344129555,2474,91,59,1313,1313,59,91,2474,2026-08-27 14:05:07,82.56,550.62
4,0.14083695162894147,0.9522913816689467,14478,830,286,7795,7795,286,830,14478,0.16109478779076805,0.9450910931174089,2497,166,36,1238,1238,36,166,2497,2026-08-27 14:06:29,82.44,550.62
5,0.14220323440811192,0.9508378932968536,14470,856,294,7769,7769,294,856,14470,0.14292779437036288,0.9536943319838057,2511,161,22,1243,1243,22,161,2511,2026-08-27 14:07:52,82.6,550.62
6,0.164903208509243,0.9430475902346628,14502,1070,262,7555,7555,262,1070,14502,0.2048557969338076,0.9412955465587044,2531,230,2,1174,1174,2,230,2531,2026-08-27 14:09:15,82.74,550.62
7,0.1585629120358889,0.944790460907082,14487,1014,277,7611,7611,277,1014,14487,0.14576942288139572,0.9509109311740891,2509,170,24,1234,1234,24,170,2509,2026-08-27 14:10:37,82.54,550.62
8,0.13350902168047085,0.9557869883194781,14518,788,246,7837,7837,246,788,14518,0.10712319958638325,0.9711538461538461,2496,77,37,1327,1327,37,77,2496,2026-08-27 14:12:00,82.54,550.62
9,0.10924377909793981,0.9641560559823213,14527,601,237,8024,8024,237,601,14527,0.10384606962329765,0.9686234817813765,2483,74,50,1330,1330,50,74,2483,2026-08-27 14:13:23,82.75,550.62
10,0.10885902435761506,0.9661225402504472,14555,583,209,8042,8042,209,583,14555,0.13103748552184477,0.9569838056680162,2419,56,114,1348,1348,114,56,2419,2026-08-27 14:14:45,82.67,550.62
11,0.10197481120205275,0.9680988898242661,14537,519,227,8106,8106,227,519,14537,0.13775320475044855,0.9539473684210527,2394,43,139,1361,1361,139,43,2394,2026-08-27 14:16:08,82.92,550.62
11,0.10766924436429641,0.965030779753762,14518,572,246,8053,8053,246,572,14518,0.10236731309421089,0.9678643724696356,2519,113,14,1291,1291,14,113,2519,2026-08-27 21:27:41,84.94,550.69
12,0.10629500053242033,0.9655240450384089,14538,580,226,8045,8045,226,580,14538,0.11505857914656038,0.9645748987854251,2457,64,76,1340,1340,76,64,2457,2026-08-27 21:29:07,85.71,550.69
13,0.13868553147580545,0.9511798905608755,14455,833,309,7792,7792,309,833,14455,0.14101828307267805,0.9516700404858299,2469,127,64,1277,1277,64,127,2469,2026-08-27 21:30:33,85.44,550.69
14,0.10978870690311655,0.9631399294959486,14511,609,253,8016,8016,253,609,14511,0.10264647826514686,0.9668522267206477,2493,76,40,1328,1328,40,76,2493,2026-08-27 21:31:58,85.46,550.69
15,0.09703866180692444,0.9699469904240766,14551,490,213,8135,8135,213,490,14551,0.0883310816089551,0.9744433198380567,2498,66,35,1338,1338,35,66,2498,2026-08-27 21:33:23,85.34,550.69
16,0.1307473840470975,0.9569510943912448,14523,766,241,7859,7859,241,766,14523,0.12660293536343675,0.9572368421052632,2482,118,51,1286,1286,51,118,2482,2026-08-27 21:34:49,85.74,550.69
17,0.12118605969976327,0.9597199568557297,14523,701,241,7924,7924,241,701,14523,0.11056066492972104,0.9648279352226721,2510,116,23,1288,1288,23,116,2510,2026-08-27 21:36:15,85.73,550.69
18,0.11263368436021962,0.9613444438598338,14498,638,266,7987,7987,266,638,14498,0.10933951412889398,0.9648279352226721,2503,109,30,1295,1295,30,109,2503,2026-08-27 21:37:41,85.62,550.69
19,0.10002962589222829,0.9675102599179206,14550,546,214,8079,8079,214,546,14550,0.09712361086250437,0.9693825910931174,2518,106,15,1298,1298,15,106,2518,2026-08-27 21:39:07,85.93,550.69
20,0.14560032775530032,0.9504334157634431,14510,905,254,7720,7720,254,905,14510,0.17378239519894123,0.9387651821862348,2419,128,114,1276,1276,114,128,2419,2026-08-27 21:40:32,85.77,550.69
21,0.15666473295702696,0.9460302009891612,14580,1078,184,7547,7547,184,1078,14580,0.1555001971804747,0.9461032388663968,2492,172,41,1232,1232,41,172,2492,2026-08-27 21:41:58,85.75,550.69
22,0.14569753158624793,0.9480591655266758,14569,1020,195,7605,7605,195,1020,14569,0.1307399209731575,0.9531882591093117,2480,132,53,1272,1272,53,132,2480,2026-08-27 21:43:24,85.73,550.69
23,0.15561070480010003,0.9453988214248132,14542,1055,222,7570,7570,222,1055,14542,0.14994162490010743,0.9476214574898786,2527,201,6,1203,1203,6,201,2527,2026-08-27 21:44:49,85.52,550.69
24,0.16841910570852264,0.9424293644112385,14556,1138,208,7487,7487,208,1138,14556,0.1550288261234881,0.9471153846153846,2495,171,38,1233,1233,38,171,2495,2026-08-27 21:46:15,85.63,550.69
25,0.15513381255356143,0.946414947911186,14571,1060,193,7565,7565,193,1060,14571,0.13108500078139518,0.9542004048582996,2509,157,24,1247,1247,24,157,2509,2026-08-27 21:47:41,85.64,550.69
26,0.14902389661546558,0.9471088077449227,14533,1006,231,7619,7619,231,1006,14533,0.14890120585679043,0.9468623481781376,2519,181,14,1223,1223,14,181,2519,2026-08-27 21:49:06,85.87,550.69
27,0.1404314653832649,0.9510845259391771,14526,906,238,7719,7719,238,906,14526,0.1332933541523059,0.958248987854251,2509,141,24,1263,1263,24,141,2509,2026-08-27 21:50:32,85.69,550.69
28,0.14217691763276144,0.9506668946648427,14537,927,227,7698,7698,227,927,14537,0.127873734777182,0.9574898785425101,2525,160,8,1244,1244,8,160,2525,2026-08-27 21:51:58,85.67,550.69
29,0.1330187949684809,0.9533601231190151,14516,843,248,7782,7782,248,843,14516,0.1306546345637802,0.9531882591093117,2513,165,20,1239,1239,20,165,2513,2026-08-27 21:53:23,85.57,550.69
30,0.1229524859781447,0.957250341997264,14515,751,249,7874,7874,249,751,14515,0.10881160050328927,0.9673582995951417,2502,98,31,1306,1306,31,98,2502,2026-08-27 21:54:49,85.63,550.69
