epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,tp_2,fp_2,fn_2,tn_2,tp_3,fp_3,fn_3,tn_3,tp_4,fp_4,fn_4,tn_4,tp_5,fp_5,fn_5,tn_5,tp_6,fp_6,fn_6,tn_6,tp_7,fp_7,fn_7,tn_7,tp_8,fp_8,fn_8,tn_8,tp_9,fp_9,fn_9,tn_9,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,val_tp_2,val_fp_2,val_fn_2,val_tn_2,val_tp_3,val_fp_3,val_fn_3,val_tn_3,val_tp_4,val_fp_4,val_fn_4,val_tn_4,val_tp_5,val_fp_5,val_fn_5,val_tn_5,val_tp_6,val_fp_6,val_fn_6,val_tn_6,val_tp_7,val_fp_7,val_fn_7,val_tn_7,val_tp_8,val_fp_8,val_fn_8,val_tn_8,val_tp_9,val_fp_9,val_fn_9,val_tn_9,timestamp,epoch_time_sec,max_mem_mb
1,1.5506618319140861,0.42659082829719164,1948,2345,2537,38170,2483,2396,2017,38104,1185,2311,3314,38190,1259,2963,3236,37542,1415,2454,3070,38061,1754,2954,2740,37552,2316,2960,2160,37564,2174,2496,2344,37986,2545,2495,1980,37980,2115,2432,2408,38045,1.2012362994325048,0.5666932907348243,361,241,154,4244,331,112,169,4388,213,277,288,4222,124,191,381,4304,231,181,284,4304,332,468,174,4026,284,137,240,4339,257,93,225,4425,375,306,100,4219,325,161,152,4362,2026-08-25 23:47:04,70.67,274.56
2,1.1329599126903265,0.5969605403483825,2784,1782,1701,38733,3293,1387,1207,39113,2046,2251,2453,38250,1659,2381,2836,38124,2242,1886,2243,38629,2406,2353,2088,38153,3016,1770,1460,38754,2958,1527,1560,38955,3276,1341,1249,39134,3182,1460,1341,39017,1.024368293178729,0.6359824281150159,342,123,173,4362,383,67,117,4433,232,148,269,4351,259,426,246,4069,220,81,295,4404,212,155,294,4339,421,338,103,4138,361,224,121,4294,402,193,73,4332,349,64,128,4459,2026-08-25 23:48:14,70.52,274.56
3,0.9693377801014188,0.657705296836118,3087,1521,1398,38994,3610,951,890,39549,2376,1906,2123,38595,1953,2241,2542,38264,2643,1740,1842,38775,2484,2010,2010,38496,3274,1504,1202,39020,3141,1347,1377,39135,3569,1053,956,39422,3459,1131,1064,39346,0.8812810621512964,0.6861022364217252,346,74,169,4411,372,52,128,4448,332,305,169,4194,253,233,252,4262,269,83,246,4402,249,125,257,4369,386,138,138,4338,378,189,104,4329,422,193,53,4332,424,177,53,4346,2026-08-25 23:49:25,70.61,274.56
4,0.8483004806953268,0.7025417703519374,3287,1323,1198,39192,3821,744,679,39756,2629,1729,1870,38772,2267,2045,2228,38460,2901,1596,1584,38919,2741,1680,1753,38826,3375,1277,1101,39247,3299,1111,1219,39371,3679,902,846,39573,3615,979,908,39498,0.7620430732973087,0.7330271565495208,367,81,148,4404,431,73,69,4427,282,124,219,4375,261,176,244,4319,385,184,130,4301,333,218,173,4276,432,176,92,4300,341,68,141,4450,423,119,52,4406,410,116,67,4407,2026-08-25 23:50:36,70.52,274.56
5,0.7451731801838202,0.7402461784571631,3447,1113,1038,39402,3903,650,597,39850,2859,1527,1640,38974,2485,1826,2010,38679,3161,1408,1324,39107,2845,1537,1649,38969,3555,1057,921,39467,3453,1019,1065,39463,3861,741,664,39734,3741,812,782,39665,0.7136623532341692,0.7470047923322684,395,86,120,4399,420,28,80,4472,332,158,169,4341,269,183,236,4312,396,185,119,4300,333,192,173,4302,338,37,186,4439,417,200,65,4318,416,108,59,4417,422,85,55,4438,2026-08-25 23:51:46,70.65,274.56
6,0.6769882348739207,0.7630643441166015,3565,1024,920,39491,3971,520,529,39980,2998,1337,1501,39164,2613,1801,1882,38704,3308,1223,1177,39292,2973,1372,1521,39134,3590,1016,886,39508,3560,994,958,39488,3930,653,595,39822,3829,723,694,39754,0.662762979491831,0.7655750798722045,339,52,176,4433,409,23,91,4477,366,216,135,4283,333,226,172,4269,407,164,108,4321,313,91,193,4403,449,156,75,4320,361,78,121,4440,435,96,40,4429,416,70,61,4453,2026-08-25 23:52:57,70.54,274.56
7,0.6176372510584656,0.7829719161038038,3592,946,893,39569,4023,471,477,40029,3169,1220,1330,39281,2715,1658,1780,38847,3383,1127,1102,39388,3097,1342,1397,39164,3702,890,774,39634,3660,860,858,39622,3988,623,537,39852,3905,629,618,39848,0.6306309012559276,0.775758785942492,377,64,138,4421,421,20,79,4480,363,176,138,4323,332,201,173,4294,412,167,103,4318,296,83,210,4411,418,73,106,4403,433,211,49,4307,418,72,57,4453,409,54,68,4469,2026-08-25 23:54:08,70.48,274.56
8,0.5708791803564629,0.8016130465694987,3727,873,758,39642,4057,439,443,40061,3266,1122,1233,39379,2845,1571,1650,38934,3532,1019,953,39496,3181,1203,1313,39303,3774,852,702,39672,3736,758,782,39724,4040,508,485,39967,3916,581,607,39896,0.5801521095985802,0.7957268370607029,408,74,107,4411,453,42,47,4458,358,130,143,4369,330,173,175,4322,369,77,146,4408,309,86,197,4408,452,106,72,4370,420,158,62,4360,449,117,26,4408,430,59,47,4464,2026-08-25 23:55:19,70.47,274.56
9,0.5226207193049446,0.8183878421613935,3787,805,698,39710,4087,397,413,40103,3394,1016,1105,39485,2999,1472,1496,39033,3585,892,900,39623,3226,1126,1268,39380,3872,719,604,39805,3822,725,696,39757,4053,493,472,39982,4002,528,521,39949,0.54535167326871,0.8085063897763578,416,75,99,4410,463,53,37,4447,389,160,112,4339,373,230,132,4265,408,107,107,4378,293,51,213,4443,427,63,97,4413,423,89,59,4429,427,83,48,4442,422,48,55,4475,2026-08-25 23:56:29,70.61,274.56
10,0.4844435693777586,0.8316299324564522,3835,738,650,39777,4136,350,364,40150,3472,971,1027,39530,3057,1408,1438,39097,3701,811,784,39704,3326,1046,1168,39460,3902,649,574,39875,3869,651,649,39831,4102,443,423,40032,4023,510,500,39967,0.5216503327432722,0.8138977635782748,424,91,91,4394,473,80,27,4420,424,191,77,4308,285,93,220,4402,373,51,142,4434,394,155,112,4339,467,139,57,4337,408,62,74,4456,425,50,50,4475,395,20,82,4503,2026-08-25 23:57:40,70.52,274.56
11,0.45620691161794763,0.8414726270885176,3882,699,603,39816,4172,337,328,40163,3539,897,960,39604,3140,1309,1355,39196,3733,774,752,39741,3405,1000,1089,39506,3929,616,547,39908,3906,620,612,39862,4112,419,413,40056,4047,464,476,40013,0.5045141791419004,0.8264776357827476,421,51,94,4434,451,26,49,4474,367,70,134,4429,364,177,141,4318,403,70,112,4415,334,68,172,4426,469,112,55,4364,449,140,33,4378,439,87,36,4438,436,66,41,4457,2026-08-25 23:58:55,70.64,274.56
12,0.43055616829304605,0.8508931745467473,3905,664,580,39851,4184,299,316,40201,3589,814,910,39687,3181,1245,1314,39260,3760,737,725,39778,3468,971,1026,39535,3978,583,498,39941,3964,587,554,39895,4164,401,361,40074,4096,410,427,40067,0.4779046869363648,0.8350638977635783,457,112,58,4373,454,22,46,4478,389,103,112,4396,357,182,148,4313,404,63,111,4422,340,82,166,4412,460,67,64,4409,418,77,64,4441,441,54,34,4471,454,64,23,4459,2026-08-26 00:00:06,70.49,274.56
13,0.3995302418280635,0.8627577319587629,3974,580,511,39935,4206,276,294,40224,3643,786,856,39715,3307,1184,1188,39321,3828,695,657,39820,3519,869,975,39637,4007,523,469,40001,4003,521,515,39961,4202,340,323,40135,4136,401,387,40076,0.45815063269731526,0.8384584664536742,443,89,72,4396,455,23,45,4477,368,73,133,4426,338,138,167,4357,449,119,66,4366,398,141,108,4353,461,59,63,4417,406,59,76,4459,439,57,36,4468,437,48,40,4475,2026-08-26 00:01:17,70.69,274.56
14,0.3823351372620028,0.8662237824386776,3970,573,515,39942,4207,282,293,40218,3681,745,818,39756,3315,1143,1180,39362,3842,665,643,39850,3523,870,971,39636,4062,480,414,40044,4031,533,487,39949,4204,348,321,40127,4146,380,377,40097,0.43519927661258956,0.8440495207667732,434,56,81,4429,456,21,44,4479,393,119,108,4380,388,180,117,4315,410,68,105,4417,407,163,99,4331,442,49,82,4427,423,54,59,4464,426,22,49,4503,441,48,36,4475,2026-08-26 00:02:28,70.48,274.56
15,0.3568280655831109,0.8753999289015286,4024,542,461,39973,4260,238,240,40262,3758,693,741,39808,3371,1133,1124,39372,3884,594,601,39921,3548,800,946,39706,4067,467,409,40057,4065,496,453,39986,4242,292,283,40183,4177,349,346,40128,0.4558456551890594,0.8432507987220448,439,68,76,4417,448,18,52,4482,387,77,114,4422,338,116,167,4379,409,62,106,4423,411,178,95,4316,453,52,71,4424,442,84,40,4434,450,83,25,4442,439,46,38,4477,2026-08-26 00:03:38,70.61,274.56
16,0.33973375296930675,0.8815099537859936,4021,536,464,39979,4249,237,251,40263,3814,643,685,39858,3433,1027,1062,39478,3924,566,561,39949,3629,808,865,39698,4099,417,377,40107,4062,459,456,40023,4251,307,274,40168,4187,331,336,40146,0.41900077127753355,0.8578274760383386,458,65,57,4420,462,31,38,4469,429,106,72,4393,333,103,172,4392,424,57,91,4428,400,131,106,4363,458,39,66,4437,433,64,49,4454,448,61,27,4464,447,51,30,4472,2026-08-26 00:04:49,70.49,274.56
17,0.32491087662688445,0.88722004976893,4041,509,444,40006,4268,213,232,40287,3837,627,662,39874,3492,1015,1003,39490,3970,529,515,39986,3646,737,848,39769,4102,393,374,40131,4120,430,398,40052,4258,293,267,40182,4193,327,330,40150,0.4175848684990749,0.8594249201277955,447,77,68,4408,459,38,41,4462,400,76,101,4423,408,176,97,4319,452,78,63,4407,362,60,144,4434,484,74,40,4402,397,18,85,4500,433,31,42,4494,455,75,22,4448,2026-08-26 00:06:00,70.6,274.56
18,0.30202998382685303,0.8927746178457163,4103,459,382,40056,4277,220,223,40280,3846,587,653,39914,3505,974,990,39531,3997,493,488,40022,3673,768,821,39738,4134,378,342,40146,4140,403,378,40079,4271,249,254,40226,4228,295,295,40182,0.4115477472293777,0.8570287539936102,444,52,71,4433,468,50,32,4450,417,114,84,4385,385,163,120,4332,439,81,76,4404,376,79,130,4415,467,52,57,4424,431,66,51,4452,432,26,43,4499,425,33,52,4490,2026-08-26 00:07:10,70.5,274.56
19,0.28887894445711765,0.8976626377532883,4117,467,368,40048,4296,213,204,40287,3895,547,604,39954,3568,930,927,39575,3995,512,490,40003,3711,697,783,39809,4158,349,318,40175,4138,377,380,40105,4292,234,233,40241,4226,278,297,40199,0.42517792038952773,0.8586261980830671,415,35,100,4450,453,17,47,4483,390,69,111,4430,395,158,110,4337,435,85,80,4400,403,92,103,4402,485,87,39,4389,413,36,69,4482,452,69,23,4456,451,60,26,4463,2026-08-26 00:08:21,70.64,274.56
