epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
1,0.174665283324075,0.9441873589164785,22159,1619,359,11301,11301,359,1619,22159,0.22448704798935878,0.9294028340080972,2493,272,7,1165,1165,7,272,2493,2026-08-27 23:36:50,119.85,550.62
2,0.18655900677085832,0.9370445017736214,22160,1873,358,11047,11047,358,1873,22160,0.16629482102900864,0.9382591093117408,2466,210,34,1227,1227,34,210,2466,2026-08-27 23:38:51,120.19,550.62
3,0.14727129642189424,0.9472911963882619,22100,1450,418,11470,11470,418,1450,22100,0.12601090598519635,0.958755060728745,2451,114,49,1323,1323,49,114,2451,2026-08-27 23:40:51,120.19,550.62
4,0.12356845858132648,0.9582392776523702,22091,1053,427,11867,11867,427,1053,22091,0.14888478530125943,0.9420546558704453,2431,160,69,1277,1277,69,160,2431,2026-08-27 23:42:51,119.76,550.62
5,0.12670468528614154,0.9552724927442761,22030,1097,488,11823,11823,488,1097,22030,0.12062981732280148,0.958755060728745,2417,80,83,1357,1357,83,80,2417,2026-08-27 23:44:51,120.27,550.62
6,0.10420520546000964,0.9656320541760722,22150,850,368,12070,12070,368,850,22150,0.1194190410620237,0.9633097165991903,2465,110,35,1327,1327,35,110,2465,2026-08-27 23:46:51,119.81,550.62
7,0.09901863877014015,0.9673169945178973,22163,803,355,12117,12117,355,803,22163,0.12782826042839662,0.9539473684210527,2485,167,15,1270,1270,15,167,2485,2026-08-27 23:48:51,120.25,550.62
8,0.10076176754654118,0.9664785553047404,22141,811,377,12109,12109,377,811,22141,0.12414152624494648,0.9640688259109311,2414,56,86,1381,1381,86,56,2414,2026-08-27 23:50:52,120.46,550.62
9,0.08507733640022383,0.9732223476297969,22227,658,291,12262,12262,291,658,22227,0.08370455275600784,0.972165991902834,2469,79,31,1358,1358,31,79,2469,2026-08-27 23:52:52,120.17,550.62
10,0.07943484485070547,0.974576749435666,22210,593,308,12327,12327,308,593,22210,0.09852504577329345,0.9686234817813765,2478,102,22,1335,1335,22,102,2478,2026-08-27 23:54:52,119.96,550.62
