epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
1,0.16596455469924354,0.9416368515205724,14535,1067,298,7489,7489,298,1067,14535,0.1094009059722637,0.9643218623481782,2470,111,30,1326,1326,30,111,2470,2026-08-27 10:49:05,229.78,550.62
2,0.10728147380001761,0.9652445280437757,14600,580,233,7976,7976,233,580,14600,0.11671071037129774,0.9648279352226721,2486,125,14,1312,1312,14,125,2486,2026-08-27 10:51:12,229.77,550.62
epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
1,0.18209653901682832,0.9397131169104493,14548,1125,285,7431,7431,285,1125,14548,0.13653605480712314,0.9602732793522267,2441,98,59,1339,1339,59,98,2441,2026-08-27 10:51:58,234.36,550.62
2,0.11026136033321704,0.9653300273597811,14595,573,238,7983,7983,238,573,14595,0.12960490310632508,0.9597672064777328,2460,119,40,1318,1318,40,119,2460,2026-08-27 10:53:00,234.38,550.62
3,0.09139224162411898,0.9711439808481532,14629,471,204,8085,8085,204,471,14629,0.1149721662023742,0.9628036437246964,2456,103,44,1334,1334,44,103,2456,2026-08-27 10:55:06,233.63,550.62
2,0.12547543105699896,0.9604467010417763,14607,699,226,7857,7857,226,699,14607,0.16587889217111745,0.9483805668016194,2450,154,50,1283,1283,50,154,2450,2026-08-27 10:55:52,233.86,550.62
3,0.144373598767326,0.9514791381668947,14597,899,236,7657,7657,236,899,14597,0.12269717562276312,0.9595141700404858,2419,79,81,1358,1358,81,79,2419,2026-08-27 10:56:54,234.28,550.62
4,0.09447384618586452,0.9705454856361149,14628,484,205,8072,8072,205,484,14628,0.09969173891748856,0.9693825910931174,2424,45,76,1392,1392,76,45,2424,2026-08-27 10:59:01,235.22,550.62
3,0.16215564515814312,0.9469805587709145,14581,988,252,7568,7568,252,988,14581,0.15397920567534773,0.9468623481781376,2473,183,27,1254,1254,27,183,2473,2026-08-27 10:59:47,235.87,550.62
4,0.10259744860266913,0.9652017783857729,14587,568,246,7988,7988,246,568,14587,0.1012726642647645,0.9701417004048583,2453,71,47,1366,1366,47,71,2453,2026-08-27 11:00:49,235.13,550.62
5,0.1088091946130863,0.96421853625171,14595,599,238,7957,7957,238,599,14595,0.10589329001158174,0.9648279352226721,2456,95,44,1342,1342,44,95,2456,2026-08-27 11:02:55,234.02,550.62
4,0.16083495856916324,0.9422024623803009,14555,1074,278,7482,7482,278,1074,14555,0.20664864216237386,0.937753036437247,2491,237,9,1200,1200,9,237,2491,2026-08-27 11:03:41,233.96,550.62
5,0.0937776410012288,0.9696904924760602,14607,483,226,8073,8073,226,483,14607,0.10778473827776759,0.9638157894736842,2423,66,77,1371,1371,77,66,2423,2026-08-27 11:04:45,235.08,550.62
6,0.09578627931901984,0.970032489740082,14637,505,196,8051,8051,196,505,14637,0.09406556660660094,0.9688765182186235,2486,109,14,1328,1328,14,109,2486,2026-08-27 11:06:51,236.13,550.62
5,0.14743038328337738,0.9487332947490266,14556,922,277,7634,7634,277,922,14556,0.15349654846556998,0.9420546558704453,2474,203,26,1234,1234,26,203,2474,2026-08-27 11:07:38,236.05,550.62
6,0.09763932947801024,0.9681942544459644,14625,536,208,8020,8020,208,536,14625,0.09381888234640966,0.9693825910931174,2483,104,17,1333,1333,17,104,2483,2026-08-27 11:08:41,236.05,550.62
7,0.0835342759707791,0.9741792065663475,14666,437,167,8119,8119,167,437,14666,0.09644954390484493,0.9691295546558705,2479,101,21,1336,1336,21,101,2479,2026-08-27 11:10:46,234.87,550.62
6,0.1542197160910759,0.9471614227086184,14578,981,255,7575,7575,255,981,14578,0.23099403809718336,0.9334514170040485,2490,253,10,1184,1184,10,253,2490,2026-08-27 11:11:33,235.08,550.62
7,0.0816511377167,0.9746494528043775,14654,414,179,8142,8142,179,414,14654,0.08734267487224599,0.9726720647773279,2451,59,49,1378,1378,49,59,2451,2026-08-27 11:12:36,235.04,550.62
8,0.08326875366483626,0.9744784541723667,14651,415,182,8141,8141,182,415,14651,0.09607590939416004,0.9709008097165992,2478,93,22,1344,1344,22,93,2478,2026-08-27 11:14:42,235.57,550.62
7,0.15210288342485961,0.9491180416710512,14603,960,230,7596,7596,230,960,14603,0.1824897416539279,0.9468623481781376,2425,135,75,1302,1302,75,135,2425,2026-08-27 11:15:28,235.46,550.62
8,0.0740654008409197,0.9769151846785226,14662,369,171,8187,8187,171,369,14662,0.08331017777218148,0.972165991902834,2478,88,22,1349,1349,22,88,2478,2026-08-27 11:16:30,234.25,550.62
9,0.07736939132105618,0.9768198200568241,14665,374,168,8182,8182,168,374,14665,0.10045485960240456,0.9663461538461539,2430,63,70,1374,1374,70,63,2430,2026-08-27 11:18:36,234.22,550.62
8,0.16106072559770548,0.9460071819425444,14601,1031,232,7525,7525,232,1031,14601,0.14363431577996807,0.9531882591093117,2424,109,76,1328,1328,76,109,2424,2026-08-27 11:19:23,234.77,550.62
9,0.07804244741099592,0.9741167262969588,14628,400,205,8156,8156,205,400,14628,0.10783308996538055,0.9602732793522267,2479,136,21,1301,1301,21,136,2479,2026-08-27 11:20:26,235.34,550.62
10,0.16216130482533592,0.9453560717668105,14586,1031,247,7525,7525,247,1031,14586,0.15097499903110478,0.9461032388663968,2452,165,48,1272,1272,48,165,2452,2026-08-27 11:22:30,233.99,550.62
9,0.13251659602930746,0.9570267284015573,14598,770,235,7786,7786,235,770,14598,0.1527492119200143,0.944838056680162,2489,207,11,1230,1230,11,207,2489,2026-08-27 11:23:17,234.22,550.62
10,0.0682509879499375,0.9787534199726402,14671,335,162,8221,8221,162,335,14671,0.07461893663134592,0.9769736842105263,2472,63,28,1374,1374,28,63,2472,2026-08-27 11:24:21,234.95,550.62
11,0.13366235822592715,0.9543762496053878,14582,816,251,7740,7740,251,816,14582,0.144209111833319,0.9529352226720648,2476,162,24,1275,1275,24,162,2476,2026-08-27 11:26:27,236.33,550.62
10,0.12459293429462033,0.9583092181416395,14554,696,279,7860,7860,279,696,14554,0.1720223621039195,0.9453441295546559,2484,200,16,1237,1237,16,200,2484,2026-08-27 11:27:13,236.37,550.62
11,0.06116261675903859,0.9807955382510786,14675,291,158,8265,8265,158,291,14675,0.07154967082826504,0.979251012145749,2467,49,33,1388,1388,33,49,2467,2026-08-27 11:28:17,236.35,550.62
12,0.11946189839398634,0.9587893296853626,14579,710,254,7846,7846,254,710,14579,0.12053823109851916,0.9595141700404858,2471,131,29,1306,1306,29,131,2471,2026-08-27 11:30:23,236.39,550.62
11,0.14659501955157755,0.9521960170472482,14593,878,240,7678,7678,240,878,14593,0.11750025599667056,0.9615384615384616,2449,101,51,1336,1336,51,101,2449,2026-08-27 11:31:10,236.22,550.62
12,0.05683719849074371,0.9818741450068399,14675,266,158,8290,8290,158,266,14675,0.07294687028853637,0.978744939271255,2463,47,37,1390,1390,37,47,2463,2026-08-27 11:32:14,236.5,550.62
13,0.11551447416319373,0.9612688098495212,14606,679,227,7877,7877,227,679,14606,0.16034695993154968,0.9435728744939271,2482,205,18,1232,1232,18,205,2482,2026-08-27 11:34:17,233.6,550.62
12,0.14137531797697503,0.9540441176470589,14605,847,228,7709,7709,228,847,14605,0.1381358068119659,0.9534412955465587,2461,145,39,1292,1292,39,145,2461,2026-08-27 11:35:03,232.61,550.62
13,0.05991813613922958,0.9808054035567716,14678,294,155,8262,8262,155,294,14678,0.06789351543371551,0.9805161943319838,2460,37,40,1400,1400,40,37,2460,2026-08-27 11:36:06,231.87,550.62
14,0.12256946054824899,0.9583190834473324,14589,731,244,7825,7825,244,731,14589,0.15193874572216617,0.9544534412955465,2483,163,17,1274,1274,17,163,2483,2026-08-27 11:38:10,233.45,550.62
13,0.12996318606244434,0.9578060875512996,14596,750,237,7806,7806,237,750,14596,0.14274385184787688,0.9498987854251012,2363,61,137,1376,1376,137,61,2363,2026-08-27 11:38:56,233.79,550.62
14,0.05407600452153668,0.9823871409028728,14691,270,142,8286,8286,142,270,14691,0.08202709017820121,0.9800101214574899,2472,51,28,1386,1386,28,51,2472,2026-08-27 11:40:00,234.3,550.62
15,0.12279155376738653,0.9605322003577818,14633,723,200,7833,7833,200,723,14633,0.1445309477650866,0.9504048582995951,2482,178,18,1259,1259,18,178,2482,2026-08-27 11:42:05,234.59,550.62
14,0.13626363911543668,0.9531463748290013,14569,832,264,7724,7724,264,832,14569,0.1410922455529047,0.9476214574898786,2482,189,18,1248,1248,18,189,2482,2026-08-27 11:42:51,234.95,550.62
15,0.05612179104177993,0.9808481532147743,14684,299,149,8257,8257,149,299,14684,0.08419567080502595,0.9757085020242915,2428,24,72,1413,1413,72,24,2428,2026-08-27 11:43:56,235.66,550.62
