sample_idx,true_label,pred_label,correct,confidence
0,1,0,0,0.9699286222457886
1,1,0,0,0.37295347452163696
2,1,0,0,0.06793943047523499
3,1,1,1,-0.0873832106590271
4,1,1,1,0.1670181006193161
5,1,0,0,1.0301992893218994
6,1,1,1,0.12494644522666931
7,1,1,1,1.1558462381362915
8,1,0,0,0.31656187772750854
9,1,0,0,0.6012892127037048
10,1,1,1,0.43989863991737366
11,1,1,1,1.1507099866867065
12,1,1,1,0.01430180948227644
13,1,0,0,0.15376101434230804
14,1,0,0,0.2081165760755539
15,1,0,0,0.25856098532676697
16,1,0,0,0.23735801875591278
17,1,0,0,0.7107242941856384
18,1,0,0,0.1564004272222519
19,1,1,1,0.5800164341926575
20,1,0,0,0.48459216952323914
21,1,1,1,0.11326250433921814
22,1,0,0,0.7995766401290894
23,1,0,0,0.07533092051744461
24,1,1,1,1.3516645431518555
25,1,0,0,-0.007883929647505283
26,1,0,0,0.29522883892059326
27,1,1,1,0.07418347895145416
28,1,1,1,1.6212092638015747
29,1,1,1,0.3277672529220581
30,1,1,1,1.5546860694885254
31,1,1,1,0.6674306392669678
32,1,1,1,0.043698374181985855
33,1,1,1,1.0114758014678955
34,1,1,1,1.431159496307373
35,1,1,1,-0.04112766310572624
36,1,1,1,0.5670170187950134
37,1,1,1,1.065741777420044
38,1,1,1,2.58669376373291
39,1,1,1,2.207378387451172
40,1,1,1,0.4982079565525055
41,1,1,1,0.7292553782463074
42,1,1,1,1.0880063772201538
43,1,1,1,1.4480282068252563
44,1,1,1,2.211034059524536
45,1,1,1,2.4334499835968018
46,1,1,1,1.522415280342102
47,1,0,0,0.597592294216156
48,1,0,0,0.041332125663757324
49,1,1,1,1.0501857995986938
50,1,0,0,0.22557494044303894
51,1,0,0,0.5058456659317017
52,1,1,1,2.6457557678222656
53,1,1,1,1.149948000907898
54,1,1,1,0.30059242248535156
55,1,1,1,1.6109012365341187
56,1,1,1,0.47622230648994446
57,1,1,1,0.33631521463394165
58,1,1,1,-0.04072168096899986
59,1,1,1,1.9587582349777222
60,1,0,0,0.4146585166454315
61,1,1,1,1.0276226997375488
62,1,0,0,0.46429362893104553
63,1,1,1,0.003975558094680309
64,1,1,1,0.16121120750904083
65,1,1,1,0.8229748606681824
66,1,1,1,0.2797495424747467
67,1,1,1,0.2898271977901459
68,1,0,0,0.8924695253372192
69,1,0,0,0.8659529089927673
70,1,0,0,1.7659473419189453
71,1,1,1,0.4347067177295685
72,1,0,0,0.6686192750930786
73,1,1,1,0.705617368221283
74,1,1,1,0.8994415402412415
75,1,1,1,1.8112238645553589
76,1,0,0,0.06093611568212509
77,1,1,1,0.43707218766212463
78,1,0,0,0.048930823802948
79,1,0,0,0.530154824256897
80,1,0,0,1.2232893705368042
81,1,0,0,0.38511958718299866
82,1,0,0,0.04331750422716141
83,1,0,0,0.1750430315732956
84,1,0,0,0.10311471670866013
85,1,1,1,0.6756153702735901
86,1,1,1,0.6201885938644409
87,1,0,0,0.13717930018901825
88,1,1,1,1.0810011625289917
89,1,1,1,1.059614896774292
90,1,1,1,1.7676383256912231
91,1,1,1,0.7358687520027161
92,1,1,1,0.4409799873828888
93,1,1,1,0.6928325891494751
94,1,0,0,0.06238227337598801
95,1,0,0,1.372444987297058
96,1,1,1,0.508389413356781
97,1,0,0,0.44582948088645935
98,1,0,0,0.7994908690452576
99,1,1,1,0.6124281883239746
100,1,0,0,-0.008987636305391788
101,1,1,1,0.6832123398780823
102,1,1,1,0.12102976441383362
103,1,0,0,0.1682475358247757
104,1,0,0,1.0114142894744873
105,1,0,0,1.1324776411056519
106,1,1,1,0.1865316778421402
107,1,1,1,1.5991765260696411
108,1,1,1,1.2610868215560913
109,1,0,0,0.6303275227546692
110,1,1,1,1.0773980617523193
111,1,1,1,0.09224571287631989
112,1,0,0,0.1747572422027588
113,1,0,0,0.21605588495731354
114,1,1,1,0.19073399901390076
115,1,0,0,0.1482023149728775
116,1,1,1,0.646925687789917
117,1,0,0,0.05887363851070404
118,1,0,0,0.36513903737068176
119,1,0,0,0.19958528876304626
120,1,1,1,0.5132204294204712
121,1,0,0,0.5427221655845642
122,1,1,1,0.23665522038936615
123,1,0,0,1.0068758726119995
124,1,1,1,0.2651199400424957
125,1,0,0,0.5694687962532043
126,1,0,0,1.3937163352966309
127,1,0,0,0.0903700664639473
128,1,0,0,0.09138510376214981
129,1,1,1,0.36726853251457214
130,1,1,1,0.4794481694698334
131,1,0,0,0.14024628698825836
132,1,0,0,0.18198007345199585
133,1,1,1,1.2069891691207886
134,1,1,1,0.019525501877069473
135,1,0,0,0.06583806872367859
136,1,1,1,0.23214226961135864
137,1,0,0,1.6938958168029785
138,1,0,0,0.2449769228696823
139,1,1,1,0.14207275211811066
140,1,0,0,0.11847671121358871
141,1,0,0,0.8866891860961914
142,1,0,0,-0.004717878066003323
143,1,0,0,0.4006034731864929
144,1,1,1,0.5949991345405579
145,1,1,1,0.550772488117218
146,1,0,0,0.2174225151538849
147,1,0,0,0.5729749798774719
148,1,1,1,0.21946211159229279
149,1,1,1,0.21513521671295166
150,1,1,1,0.42706844210624695
151,1,0,0,0.7510162591934204
152,1,1,1,0.16342824697494507
153,1,1,1,0.4312058985233307
154,1,1,1,1.8225128650665283
155,1,0,0,0.39991554617881775
156,1,1,1,1.0804083347320557
157,1,0,0,0.411527156829834
158,1,1,1,1.5025595426559448
159,1,0,0,0.08436007052659988
160,1,1,1,0.10954847931861877
161,1,1,1,0.7477746605873108
162,1,0,0,-0.04403962939977646
163,1,1,1,-0.06352220475673676
164,1,0,0,0.6716331839561462
165,1,1,1,0.0502014197409153
166,1,1,1,1.2173430919647217
167,1,1,1,0.4328930079936981
168,1,1,1,1.0335897207260132
169,1,0,0,-0.04907771944999695
170,1,1,1,0.774111807346344
171,1,1,1,0.45550981163978577
172,1,1,1,0.18680733442306519
173,1,1,1,0.16677223145961761
174,1,1,1,0.6960033178329468
175,1,1,1,0.049724895507097244
176,1,1,1,0.3094377815723419
177,1,1,1,0.0685579925775528
178,1,0,0,1.459679365158081
179,1,1,1,1.030649185180664
180,1,0,0,2.14258074760437
181,1,1,1,2.4110491275787354
182,1,0,0,-0.056809522211551666
183,1,1,1,0.9851594567298889
184,1,0,0,0.38753658533096313
185,1,1,1,0.1749310940504074
186,1,1,1,0.6998914480209351
187,1,0,0,0.03427795693278313
188,1,0,0,1.4737540483474731
189,1,1,1,0.5181257128715515
190,1,0,0,0.01007520966231823
191,1,1,1,1.5708882808685303
192,1,0,0,-0.0065221162512898445
193,1,1,1,0.15953920781612396
194,1,1,1,0.38072559237480164
195,1,1,1,0.9684246182441711
196,1,1,1,0.9286478757858276
197,1,1,1,0.47599321603775024
198,1,1,1,0.29603782296180725
199,1,0,0,0.8994321227073669
200,1,1,1,0.7088822722434998
201,1,1,1,0.3569013774394989
202,1,1,1,0.7938413023948669
203,1,0,0,0.1491740196943283
204,1,0,0,0.5812817811965942
205,1,0,0,0.37569230794906616
206,1,1,1,0.47574180364608765
207,1,0,0,0.18478940427303314
208,1,1,1,1.3070365190505981
209,1,0,0,0.8829537034034729
210,1,0,0,0.5889596343040466
211,1,0,0,0.14890792965888977
212,1,0,0,0.29230380058288574
213,1,1,1,0.5102725625038147
214,1,0,0,0.4523690640926361
215,1,0,0,0.0020118458196520805
216,1,0,0,0.06962039321660995
217,1,1,1,0.2248200923204422
218,1,0,0,0.2810165286064148
219,1,1,1,1.8315669298171997
220,1,0,0,0.7725802063941956
221,1,1,1,0.10127389430999756
222,1,1,1,0.04060516133904457
223,1,0,0,0.15894342958927155
224,1,0,0,-0.022912126034498215
225,1,0,0,1.1310160160064697
226,1,1,1,0.2673293948173523
227,1,1,1,0.7558923363685608
228,1,1,1,0.48550811409950256
229,1,1,1,0.304877907037735
230,1,0,0,1.2050853967666626
231,1,0,0,0.1548299491405487
232,1,0,0,0.5120211243629456
233,1,1,1,0.29140549898147583
234,1,1,1,0.35550636053085327
235,1,1,1,0.4704202115535736
236,1,1,1,1.1583918333053589
237,1,1,1,0.5836417078971863
238,1,1,1,1.1133708953857422
239,1,1,1,0.43878403306007385
240,1,1,1,0.24991735816001892
241,1,0,0,-0.04587944224476814
242,1,1,1,1.1780452728271484
243,1,1,1,1.8789869546890259
244,1,1,1,0.5069092512130737
245,1,0,0,0.3506757915019989
246,1,1,1,0.5641726851463318
247,1,1,1,0.734733521938324
248,1,0,0,1.5301415920257568
249,1,1,1,0.5895446538925171
250,1,1,1,1.4319385290145874
251,1,1,1,2.545991897583008
252,1,1,1,1.122479796409607
253,1,0,0,0.06639933586120605
254,1,1,1,1.1506327390670776
255,0,0,1,0.14899317920207977
256,1,0,0,-0.049101363867521286
257,1,0,0,0.29612332582473755
258,1,1,1,0.13725417852401733
259,1,0,0,0.08410969376564026
260,1,1,1,1.2163488864898682
261,1,1,1,0.9083728194236755
262,1,1,1,0.43959805369377136
263,1,0,0,0.3996739089488983
264,1,0,0,0.4380815625190735
265,1,0,0,0.42274749279022217
266,1,1,1,0.07951377332210541
267,1,1,1,0.25966113805770874
268,1,0,0,1.5381170511245728
269,1,0,0,0.6885085701942444
270,1,1,1,2.522348403930664
271,1,1,1,1.288900375366211
272,1,1,1,2.1240265369415283
273,1,0,0,1.666212797164917
274,1,0,0,0.6298434138298035
275,1,1,1,0.3873594105243683
276,1,0,0,0.27905282378196716
277,1,1,1,1.2696301937103271
278,1,1,1,0.744803249835968
279,1,1,1,1.0152748823165894
280,1,0,0,0.3256039619445801
281,1,1,1,1.663150429725647
282,1,1,1,0.6525819897651672
283,1,1,1,0.04106004908680916
284,1,1,1,1.2714738845825195
285,1,1,1,0.8773537278175354
286,1,1,1,1.4557377099990845
287,1,0,0,0.35716870427131653
288,1,0,0,0.013457893393933773
289,1,1,1,0.7234667539596558
290,1,1,1,0.3542439043521881
291,1,1,1,0.76811283826828
292,1,1,1,0.9380415678024292
293,1,1,1,0.09171280264854431
294,1,1,1,2.005406141281128
295,1,1,1,1.1487821340560913
296,1,1,1,0.595940887928009
297,1,1,1,0.5257754921913147
298,1,1,1,1.4633723497390747
299,1,1,1,0.1438283920288086
300,1,0,0,0.06160833686590195
301,1,1,1,0.6321832537651062
302,1,1,1,0.5710617899894714
303,1,1,1,0.2937603294849396
304,1,0,0,0.9906147718429565
305,1,1,1,0.3733196556568146
306,1,0,0,0.7120665907859802
307,1,0,0,0.0751982107758522
308,1,1,1,1.565351128578186
309,1,1,1,-0.0277516208589077
310,1,1,1,2.34175705909729
311,1,0,0,0.9577904343605042
312,1,0,0,0.7099422812461853
313,1,1,1,0.04816368594765663
314,1,0,0,0.1984952837228775
315,1,1,1,0.5838059186935425
316,1,1,1,1.3178683519363403
317,1,0,0,0.14879748225212097
318,1,1,1,0.9788616895675659
319,1,0,0,1.0110567808151245
320,1,1,1,0.5475015044212341
321,1,0,0,0.5155869126319885
322,1,0,0,-0.021468602120876312
323,1,1,1,2.101426601409912
324,1,1,1,1.5278366804122925
325,1,1,1,0.8209541440010071
326,1,0,0,0.791443407535553
327,1,0,0,0.3454931676387787
328,1,1,1,0.1454501450061798
329,1,1,1,0.5820425152778625
330,1,0,0,0.6334646344184875
331,1,1,1,1.783668875694275
332,1,1,1,0.4585241377353668
333,1,1,1,0.9918442368507385
334,1,1,1,0.49795863032341003
335,1,0,0,0.07793358713388443
336,1,1,1,1.407089352607727
337,1,0,0,0.12389404326677322
338,1,0,0,0.08020345121622086
339,1,1,1,0.1758415251970291
340,1,0,0,0.575741708278656
341,1,1,1,0.7611196637153625
342,1,0,0,0.9721911549568176
343,1,1,1,1.0392929315567017
344,1,1,1,-0.03509240970015526
345,1,1,1,1.4621473550796509
346,1,1,1,2.5989747047424316
347,1,1,1,0.7104943990707397
348,1,1,1,1.317142367362976
349,1,1,1,0.7573720812797546
350,1,0,0,0.3277556002140045
351,1,0,0,0.9996635913848877
352,1,1,1,0.8578019142150879
353,1,1,1,0.3735743463039398
354,1,1,1,1.1963738203048706
355,1,0,0,1.1761435270309448
356,1,1,1,0.29156795144081116
357,1,1,1,1.6174876689910889
358,1,1,1,2.324101448059082
359,1,1,1,2.2025833129882812
360,1,1,1,0.3052372336387634
361,1,0,0,0.10355234891176224
362,1,1,1,1.632571816444397
363,1,1,1,1.9270741939544678
364,1,1,1,-0.06483767926692963
365,1,1,1,1.745643973350525
366,1,1,1,2.451857089996338
367,1,1,1,1.3349639177322388
368,1,1,1,1.814765214920044
369,1,1,1,2.4953694343566895
370,1,0,0,-0.021973222494125366
371,1,1,1,0.11221002042293549
372,1,1,1,0.8310419917106628
373,1,1,1,0.4371490180492401
374,1,1,1,1.7293461561203003
375,1,1,1,0.526002824306488
376,1,1,1,1.470558762550354
377,1,1,1,2.212404489517212
378,1,1,1,0.20272916555404663
379,1,1,1,2.056239128112793
380,1,1,1,1.1059128046035767
381,1,1,1,1.501726508140564
382,1,1,1,1.2263728380203247
383,1,0,0,0.09303826838731766
384,1,0,0,0.44931361079216003
385,1,1,1,1.6949042081832886
386,1,1,1,1.436921238899231
387,1,1,1,1.3924161195755005
388,1,1,1,0.6880499720573425
389,1,1,1,1.5467109680175781
390,1,1,1,0.9789146780967712
391,1,1,1,1.5343425273895264
392,1,1,1,1.6031339168548584
393,1,1,1,1.230833649635315
394,1,1,1,0.36181530356407166
395,1,1,1,0.5722872614860535
396,1,0,0,0.25285205245018005
397,1,1,1,-0.006316167302429676
398,1,1,1,1.5210214853286743
399,1,0,0,0.4285190999507904
400,1,1,1,0.25373372435569763
401,1,1,1,1.4152101278305054
402,1,1,1,0.3693067729473114
403,1,1,1,1.9302173852920532
404,1,1,1,1.1195818185806274
405,1,1,1,1.7784332036972046
406,1,1,1,0.8625737428665161
407,1,1,1,1.2534303665161133
408,1,1,1,0.22008807957172394
409,1,1,1,2.2662205696105957
410,1,1,1,1.8343253135681152
411,1,1,1,1.389289140701294
412,1,1,1,1.497101902961731
413,1,1,1,1.6656992435455322
414,1,1,1,1.87754487991333
415,1,1,1,0.6045140624046326
416,1,1,1,-0.024117808789014816
417,1,0,0,0.12310414016246796
418,1,0,0,0.9032300114631653
419,1,1,1,0.5402470231056213
420,1,1,1,1.6043331623077393
421,1,1,1,1.0155112743377686
422,1,1,1,0.6314331293106079
423,1,1,1,1.20811128616333
424,1,0,0,0.36632275581359863
425,1,0,0,0.27550002932548523
426,1,0,0,0.239588662981987
427,1,1,1,1.0875886678695679
428,1,1,1,0.012840407900512218
429,1,0,0,0.45751693844795227
